  1.000000  -0.000000
  0.999751  0.000223
  0.999003  0.000566
  0.997759  0.001025
  0.996018  0.001593
  0.993782  0.002265
  0.991055  0.003033
  0.987838  0.003893
  0.984134  0.004838
  0.979948  0.005862
  0.975284  0.006959
  0.970146  0.008124
  0.964539  0.009349
  0.958469  0.010630
  0.951942  0.011959
  0.944964  0.013332
  0.937544  0.014742
  0.929686  0.016183
  0.921401  0.017650
  0.912695  0.019135
  0.903579  0.020634
  0.894059  0.022332
  0.884147  0.024364
  0.873852  0.026694
  0.863185  0.029283
  0.852155  0.032096
  0.840775  0.035095
  0.829054  0.038244
  0.817006  0.041505
  0.804642  0.044843
  0.791974  0.048219
  0.779014  0.051598
  0.765777  0.054942
  0.752275  0.058215
  0.738522  0.061379
  0.724530  0.064398
  0.710315  0.067235
  0.695890  0.069853
  0.681270  0.072215
  0.666469  0.074284
  0.651503  0.076026
  0.636385  0.077630
  0.621131  0.079239
  0.605757  0.080846
  0.590277  0.082440
  0.574707  0.084010
  0.559063  0.085549
  0.543359  0.087045
  0.527613  0.088489
  0.511839  0.089872
  0.496053  0.091183
  0.480272  0.092413
  0.464509  0.093553
  0.448783  0.094592
  0.433107  0.095521
  0.417498  0.096330
  0.401971  0.097009
  0.386542  0.097549
  0.371226  0.097940
  0.356038  0.098172
  0.340994  0.098234
  0.326109  0.098008
  0.311396  0.097442
  0.296872  0.096561
  0.282550  0.095391
  0.268445  0.093957
  0.254571  0.092283
  0.240941  0.090394
  0.227570  0.088314
  0.214470  0.086070
  0.201655  0.083686
  0.189138  0.081186
  0.176930  0.078595
  0.165044  0.075939
  0.153492  0.073242
  0.142285  0.070529
  0.131435  0.067825
  0.120953  0.065155
  0.110848  0.062543
  0.101131  0.060015
  0.091812  0.057589
  0.082900  0.055053
  0.074403  0.052311
  0.066331  0.049389
  0.058691  0.046317
  0.051491  0.043122
  0.044738  0.039833
  0.038439  0.036477
  0.032600  0.033084
  0.027226  0.029681
  0.022325  0.026297
  0.017899  0.022959
  0.013954  0.019695
  0.010493  0.016535
  0.007520  0.013506
  0.005038  0.010635
  0.003050  0.007953
  0.001557  0.005486
  0.000561  0.003262
  0.000062  0.001311
  0.000062  -0.000349
  0.000561  -0.001916
  0.001557  -0.003482
  0.003050  -0.005036
  0.005038  -0.006570
  0.007520  -0.008076
  0.010493  -0.009545
  0.013954  -0.010968
  0.017899  -0.012336
  0.022325  -0.013641
  0.027226  -0.014875
  0.032600  -0.016027
  0.038439  -0.017091
  0.044738  -0.018057
  0.051491  -0.018916
  0.058691  -0.019660
  0.066331  -0.020280
  0.074403  -0.020768
  0.082900  -0.021114
  0.091812  -0.021310
  0.101131  -0.021349
  0.110848  -0.021241
  0.120953  -0.021001
  0.131435  -0.020640
  0.142285  -0.020169
  0.153492  -0.019599
  0.165044  -0.018940
  0.176930  -0.018203
  0.189138  -0.017399
  0.201655  -0.016538
  0.214470  -0.015632
  0.227570  -0.014691
  0.240941  -0.013725
  0.254571  -0.012747
  0.268445  -0.011766
  0.282550  -0.010793
  0.296872  -0.009839
  0.311396  -0.008915
  0.326109  -0.008032
  0.340994  -0.007200
  0.356038  -0.006422
  0.371226  -0.005601
  0.386542  -0.004714
  0.401971  -0.003772
  0.417498  -0.002787
  0.433107  -0.001771
  0.448783  -0.000737
  0.464509  0.000303
  0.480272  0.001338
  0.496053  0.002355
  0.511839  0.003342
  0.527613  0.004287
  0.543359  0.005178
  0.559063  0.006002
  0.574707  0.006749
  0.590277  0.007404
  0.605757  0.007958
  0.621131  0.008397
  0.636385  0.008708
  0.651503  0.008882
  0.666469  0.008905
  0.681270  0.008787
  0.695890  0.008545
  0.710315  0.008193
  0.724530  0.007745
  0.738522  0.007217
  0.752275  0.006621
  0.765777  0.005973
  0.779014  0.005287
  0.791974  0.004578
  0.804642  0.003860
  0.817006  0.003147
  0.829054  0.002454
  0.840775  0.001796
  0.852155  0.001186
  0.863185  0.000640
  0.873852  0.000171
  0.884147  -0.000205
  0.894059  -0.000475
  0.903579  -0.000624
  0.912695  -0.000650
  0.921401  -0.000649
  0.929686  -0.000649
  0.937544  -0.000647
  0.944964  -0.000643
  0.951942  -0.000637
  0.958469  -0.000628
  0.964539  -0.000617
  0.970146  -0.000601
  0.975284  -0.000582
  0.979948  -0.000558
  0.984134  -0.000529
  0.987838  -0.000494
  0.991055  -0.000453
  0.993782  -0.000406
  0.996018  -0.000351
  0.997759  -0.000289
  0.999003  -0.000219
  0.999751  -0.000140
  1.000000  -0.000053
