C:/Users/User/Downloads/geneticas_2.0/geneticas 2.0/createdAirfoils/perfil_25-20.dat
 1.00000     0.00000
 0.99975     0.00063
 0.99900     0.00132
 0.99776     0.00208
 0.99602     0.00290
 0.99378     0.00379
 0.99106     0.00473
 0.98784     0.00572
 0.98413     0.00677
 0.97995     0.00787
 0.97528     0.00902
 0.97015     0.01021
 0.96454     0.01145
 0.95847     0.01272
 0.95194     0.01404
 0.94496     0.01538
 0.93754     0.01676
 0.92969     0.01817
 0.92140     0.01960
 0.91270     0.02106
 0.90358     0.02254
 0.89406     0.02415
 0.88415     0.02598
 0.87385     0.02798
 0.86318     0.03015
 0.85215     0.03245
 0.84078     0.03487
 0.82905     0.03737
 0.81701     0.03993
 0.80464     0.04252
 0.79197     0.04513
 0.77901     0.04773
 0.76578     0.05029
 0.75228     0.05278
 0.73852     0.05519
 0.72453     0.05749
 0.71032     0.05966
 0.69589     0.06166
 0.68127     0.06348
 0.66647     0.06508
 0.65150     0.06646
 0.63638     0.06773
 0.62113     0.06901
 0.60576     0.07029
 0.59028     0.07156
 0.57471     0.07281
 0.55906     0.07403
 0.54336     0.07523
 0.52761     0.07638
 0.51184     0.07748
 0.49605     0.07852
 0.48027     0.07950
 0.46451     0.08041
 0.44878     0.08124
 0.43311     0.08198
 0.41750     0.08262
 0.40197     0.08317
 0.38654     0.08360
 0.37123     0.08391
 0.35604     0.08409
 0.34099     0.08414
 0.32611     0.08395
 0.31140     0.08347
 0.29687     0.08273
 0.28255     0.08175
 0.26844     0.08054
 0.25457     0.07913
 0.24094     0.07754
 0.22757     0.07578
 0.21447     0.07389
 0.20166     0.07188
 0.18914     0.06976
 0.17693     0.06757
 0.16504     0.06533
 0.15349     0.06305
 0.14228     0.06075
 0.13143     0.05846
 0.12095     0.05619
 0.11085     0.05397
 0.10113     0.05182
 0.09181     0.04975
 0.08290     0.04759
 0.07440     0.04525
 0.06633     0.04276
 0.05869     0.04015
 0.05149     0.03743
 0.04474     0.03462
 0.03844     0.03176
 0.03260     0.02886
 0.02723     0.02595
 0.02233     0.02305
 0.01790     0.02018
 0.01395     0.01737
 0.01049     0.01464
 0.00752     0.01201
 0.00504     0.00951
 0.00305     0.00715
 0.00156     0.00497
 0.00056     0.00298
 0.00006     0.00121
 0.00006    -0.00033
 0.00056    -0.00179
 0.00156    -0.00327
 0.00305    -0.00474
 0.00504    -0.00620
 0.00752    -0.00764
 0.01049    -0.00904
 0.01395    -0.01041
 0.01790    -0.01173
 0.02233    -0.01299
 0.02723    -0.01419
 0.03260    -0.01531
 0.03844    -0.01635
 0.04474    -0.01729
 0.05149    -0.01813
 0.05869    -0.01886
 0.06633    -0.01947
 0.07440    -0.01995
 0.08290    -0.02029
 0.09181    -0.02048
 0.10113    -0.02053
 0.11085    -0.02045
 0.12095    -0.02029
 0.13143    -0.02004
 0.14228    -0.01972
 0.15349    -0.01934
 0.16504    -0.01889
 0.17693    -0.01839
 0.18914    -0.01784
 0.20166    -0.01726
 0.21447    -0.01665
 0.22757    -0.01601
 0.24094    -0.01536
 0.25457    -0.01470
 0.26844    -0.01404
 0.28255    -0.01339
 0.29687    -0.01275
 0.31140    -0.01213
 0.32611    -0.01155
 0.34099    -0.01100
 0.35604    -0.01049
 0.37123    -0.00995
 0.38654    -0.00938
 0.40197    -0.00877
 0.41750    -0.00814
 0.43311    -0.00748
 0.44878    -0.00682
 0.46451    -0.00616
 0.48027    -0.00550
 0.49605    -0.00485
 0.51184    -0.00422
 0.52761    -0.00363
 0.54336    -0.00306
 0.55906    -0.00254
 0.57471    -0.00206
 0.59028    -0.00165
 0.60576    -0.00130
 0.62113    -0.00102
 0.63638    -0.00083
 0.65150    -0.00072
 0.66647    -0.00070
 0.68127    -0.00071
 0.69589    -0.00072
 0.71032    -0.00075
 0.72453    -0.00078
 0.73852    -0.00082
 0.75228    -0.00086
 0.76578    -0.00090
 0.77901    -0.00095
 0.79197    -0.00100
 0.80464    -0.00105
 0.81701    -0.00110
 0.82905    -0.00115
 0.84078    -0.00119
 0.85215    -0.00123
 0.86318    -0.00127
 0.87385    -0.00131
 0.88415    -0.00133
 0.89406    -0.00135
 0.90358    -0.00136
 0.91270    -0.00136
 0.92140    -0.00136
 0.92969    -0.00134
 0.93754    -0.00131
 0.94496    -0.00128
 0.95194    -0.00125
 0.95847    -0.00120
 0.96454    -0.00115
 0.97015    -0.00109
 0.97528    -0.00102
 0.97995    -0.00095
 0.98413    -0.00087
 0.98784    -0.00079
 0.99106    -0.00070
 0.99378    -0.00060
 0.99602    -0.00050
 0.99776    -0.00040
 0.99900    -0.00029
 0.99975    -0.00018
 1.00000    -0.00007
