  1.000000  0.000000
  0.999751  0.000560
  0.999003  0.001222
  0.997759  0.001981
  0.996018  0.002834
  0.993782  0.003774
  0.991055  0.004797
  0.987838  0.005898
  0.984134  0.007072
  0.979948  0.008314
  0.975284  0.009618
  0.970146  0.010981
  0.964539  0.012397
  0.958469  0.013862
  0.951942  0.015371
  0.944964  0.016920
  0.937544  0.018505
  0.929686  0.020122
  0.921401  0.021767
  0.912695  0.023437
  0.903579  0.025129
  0.894059  0.026919
  0.884147  0.028862
  0.873852  0.030937
  0.863185  0.033126
  0.852155  0.035411
  0.840775  0.037773
  0.829054  0.040195
  0.817006  0.042659
  0.804642  0.045149
  0.791974  0.047648
  0.779014  0.050155
  0.765777  0.052639
  0.752275  0.055087
  0.738522  0.057486
  0.724530  0.059821
  0.710315  0.062080
  0.695890  0.064252
  0.681270  0.066325
  0.666469  0.068290
  0.651503  0.070138
  0.636385  0.071929
  0.621131  0.073701
  0.605757  0.075442
  0.590277  0.077142
  0.574707  0.078788
  0.559063  0.080370
  0.543359  0.081879
  0.527613  0.083304
  0.511839  0.084635
  0.496053  0.085865
  0.480272  0.086985
  0.464509  0.087986
  0.448783  0.088861
  0.433107  0.089604
  0.417498  0.090207
  0.401971  0.090665
  0.386542  0.090972
  0.371226  0.091125
  0.356038  0.091120
  0.340994  0.090954
  0.326109  0.090608
  0.311396  0.090080
  0.296872  0.089381
  0.282550  0.088520
  0.268445  0.087508
  0.254571  0.086352
  0.240941  0.085061
  0.227570  0.083641
  0.214470  0.082101
  0.201655  0.080447
  0.189138  0.078686
  0.176930  0.076823
  0.165044  0.074865
  0.153492  0.072817
  0.142285  0.070685
  0.131435  0.068473
  0.120953  0.066188
  0.110848  0.063834
  0.101131  0.061419
  0.091812  0.058946
  0.082900  0.056401
  0.074403  0.053786
  0.066331  0.051122
  0.058691  0.048425
  0.051491  0.045710
  0.044738  0.042992
  0.038439  0.040283
  0.032600  0.037594
  0.027226  0.034937
  0.022325  0.032320
  0.017899  0.029751
  0.013954  0.027238
  0.010493  0.024786
  0.007520  0.022402
  0.005038  0.020090
  0.003050  0.017854
  0.001557  0.015698
  0.000561  0.013626
  0.000062  0.011640
  0.000062  0.009745
  0.000561  0.007943
  0.001557  0.006239
  0.003050  0.004634
  0.005038  0.003130
  0.007520  0.001726
  0.010493  0.000422
  0.013954  -0.000782
  0.017899  -0.001889
  0.022325  -0.002900
  0.027226  -0.003818
  0.032600  -0.004646
  0.038439  -0.005385
  0.044738  -0.006039
  0.051491  -0.006611
  0.058691  -0.007101
  0.066331  -0.007513
  0.074403  -0.007850
  0.082900  -0.008112
  0.091812  -0.008302
  0.101131  -0.008420
  0.110848  -0.008477
  0.120953  -0.008479
  0.131435  -0.008429
  0.142285  -0.008332
  0.153492  -0.008192
  0.165044  -0.008011
  0.176930  -0.007795
  0.189138  -0.007545
  0.201655  -0.007267
  0.214470  -0.006961
  0.227570  -0.006633
  0.240941  -0.006284
  0.254571  -0.005917
  0.268445  -0.005534
  0.282550  -0.005137
  0.296872  -0.004729
  0.311396  -0.004311
  0.326109  -0.003887
  0.340994  -0.003456
  0.356038  -0.003022
  0.371226  -0.002571
  0.386542  -0.002101
  0.401971  -0.001615
  0.417498  -0.001114
  0.433107  -0.000602
  0.448783  -0.000082
  0.464509  0.000442
  0.480272  0.000967
  0.496053  0.001489
  0.511839  0.002002
  0.527613  0.002503
  0.543359  0.002986
  0.559063  0.003445
  0.574707  0.003875
  0.590277  0.004269
  0.605757  0.004622
  0.621131  0.004926
  0.636385  0.005174
  0.651503  0.005358
  0.666469  0.005473
  0.681270  0.005531
  0.695890  0.005539
  0.710315  0.005500
  0.724530  0.005417
  0.738522  0.005294
  0.752275  0.005135
  0.765777  0.004943
  0.779014  0.004724
  0.791974  0.004482
  0.804642  0.004222
  0.817006  0.003951
  0.829054  0.003672
  0.840775  0.003392
  0.852155  0.003115
  0.863185  0.002848
  0.873852  0.002598
  0.884147  0.002369
  0.894059  0.002168
  0.903579  0.002001
  0.912695  0.001872
  0.921401  0.001748
  0.929686  0.001623
  0.937544  0.001498
  0.944964  0.001373
  0.951942  0.001249
  0.958469  0.001126
  0.964539  0.001005
  0.970146  0.000887
  0.975284  0.000773
  0.979948  0.000664
  0.984134  0.000559
  0.987838  0.000461
  0.991055  0.000370
  0.993782  0.000286
  0.996018  0.000211
  0.997759  0.000145
  0.999003  0.000090
  0.999751  0.000046
  1.000000  0.000013
